Gene	ReactionId	RxnName	RxnEqn
NCU03325.7	RXN2T-219	EC 3.1.1.3	1-16:0-2-18:0-3-18:1-triacylglycerol + H<SUB>2</SUB>O  =  palmitate + 1-18:0-2-18:1-diacylglycerol + H<SUP>+</SUP>
NCU10506.7	RXN2T-204	EC 3.1.1.3	1-18:0-2-18:2-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  linoleate + 1-18:3-2-18:0-diacylglycerol + H<SUP>+</SUP>
NCU00761.7	RXN2T-204	EC 3.1.1.3	1-18:0-2-18:2-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  linoleate + 1-18:3-2-18:0-diacylglycerol + H<SUP>+</SUP>
NCU03325.7	RXN2T-204	EC 3.1.1.3	1-18:0-2-18:2-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  linoleate + 1-18:3-2-18:0-diacylglycerol + H<SUP>+</SUP>
NCU05985.7	RXN2T-311	EC 2.3.1.15	<i>sn</i>-glycerol-3-phosphate + linoleneoyl-CoA  =  1-linoleneoyl-2-lyso-phosphatidate + coenzyme A
NCU11282.7	RXN2T-311	EC 2.3.1.15	<i>sn</i>-glycerol-3-phosphate + linoleneoyl-CoA  =  1-linoleneoyl-2-lyso-phosphatidate + coenzyme A
NCU04720.7	RXN2T-444	EC 1.7.1.4	ammonium hydroxide + 3.0 NADP<sup>+</sup> + H<SUB>2</SUB>O  =  nitrite + 3.0 NADPH + 4.0 H<SUP>+</SUP>
NCU00742.7	RXN2T-491	EC 1.1.1.94	<i>sn</i>-glycerol-3-phosphate + NADP<sup>+</sup>  =  dihydroxyacetone phosphate + NADPH + H<SUP>+</SUP>
NCU02416.7	RXN2T-433	EC 2.3.1.158	1-18:0-2-18:3-phosphatidate + 1-16:0-2-18:1-diacylglycerol  =  1-stearoylglycerol 3-phosphate + 1-16:0-2-18:1-3-18:3-triacylglycerol
NCU06558.7	RXN2T-454	EC 1.4.3.3	D-methionine<SUB>[mitochondrial lumen]</SUB> + H<SUB>2</SUB>O<SUB>[mitochondrial lumen]</SUB> + oxygen<SUB>[mitochondrial lumen]</SUB>  =  2-oxo-4-methylthiobutanoate<SUB>[mitochondrial lumen]</SUB> + hydrogen peroxide<SUB>[mitochondrial lumen]</SUB> + ammonia<SUB>[mitochondrial lumen]</SUB> + H<SUP>+</SUP><SUB>[mitochondrial lumen]</SUB>
NCU04720.7	RXN2T-442	EC 1.7.1.4	nitrite + 3.0 NADPH + 5.0 H<SUP>+</SUP>  =  ammonium + 3.0 NADP<sup>+</sup> + 2.0 H<SUB>2</SUB>O
NCU08027.7	RXN2T-151	EC 3.6.1.6	GDP + H<SUB>2</SUB>O  =  guanosine 2'-monophosphate + phosphate + H<SUP>+</SUP>
NCU02416.7	RXN2T-377	EC 2.3.1.158	1-18:0-2-20:4-phosphatidate + 1-18:3-2-16:0-diacylglycerol  =  1-oleyl-2-lyso-phosphatidate + 1-18:0-2-18:2-3-18:3-triacylglycerol
NCU02416.7	RXN2T-416	EC 2.3.1.158	1-18:3-2-18:1-phosphatidylcholine + 1-16:0-2-18:1-diacylglycerol  =  1-18:2-lysophosphatidylcholine + 1-16:0-2-18:1-3-18:2-triacylglycerol
NCU10506.7	RXN2T-216	EC 3.1.1.3	1-18:0-2-18:1-3-18:2-triacylglycerol + H<SUB>2</SUB>O  =  oleate + 1-18:1-2-18:1-diacylglycerol + H<SUP>+</SUP>
NCU00761.7	RXN2T-216	EC 3.1.1.3	1-18:0-2-18:1-3-18:2-triacylglycerol + H<SUB>2</SUB>O  =  oleate + 1-18:1-2-18:1-diacylglycerol + H<SUP>+</SUP>
NCU03325.7	RXN2T-216	EC 3.1.1.3	1-18:0-2-18:1-3-18:2-triacylglycerol + H<SUB>2</SUB>O  =  oleate + 1-18:1-2-18:1-diacylglycerol + H<SUP>+</SUP>
NCU02416.7	RXN2T-427	EC 2.3.1.158	1-18:2-2-18:3-phosphatidate + 1-16:0-2-18:1-diacylglycerol  =  1-linoleyl-2-lyso-phosphatidate + 1-16:0-2-18:1-3-18:3-triacylglycerol
NCU00655.7	RXN2T-455	EC 1.3.1.38	palmitoyl-CoA + NADP<sup>+</sup>  =  trans-hexadec-2-enoyl-CoA + NADPH + H<SUP>+</SUP>
NCU06024.7	RXN2T-135	EC 5.3.1.5	&beta;-D-glucose  =  &beta;-D-fructofuranose
NCU00838.7	RXN2T-135	EC 5.3.1.5	&beta;-D-glucose  =  &beta;-D-fructofuranose
NCU10044.7	RXN2T-135	EC 5.3.1.5	&beta;-D-glucose  =  &beta;-D-fructofuranose
NCU10506.7	RXN2T-203	EC 3.1.1.3	1-16:0-2-18:0-3-24:0-triacylglycerol + H<SUB>2</SUB>O  =  lignocerate + 1-16:0-2-18:0-diacylglycerol + H<SUP>+</SUP>
NCU00761.7	RXN2T-203	EC 3.1.1.3	1-16:0-2-18:0-3-24:0-triacylglycerol + H<SUB>2</SUB>O  =  lignocerate + 1-16:0-2-18:0-diacylglycerol + H<SUP>+</SUP>
NCU03325.7	RXN2T-203	EC 3.1.1.3	1-16:0-2-18:0-3-24:0-triacylglycerol + H<SUB>2</SUB>O  =  lignocerate + 1-16:0-2-18:0-diacylglycerol + H<SUP>+</SUP>
NCU10506.7	RXN2T-212	EC 3.1.1.3	1-18:0-2-18:1-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  linoleate + 1-18:1-2-18:1-diacylglycerol + H<SUP>+</SUP>
NCU00761.7	RXN2T-212	EC 3.1.1.3	1-18:0-2-18:1-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  linoleate + 1-18:1-2-18:1-diacylglycerol + H<SUP>+</SUP>
NCU03325.7	RXN2T-212	EC 3.1.1.3	1-18:0-2-18:1-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  linoleate + 1-18:1-2-18:1-diacylglycerol + H<SUP>+</SUP>
NCU02416.7	RXN2T-366	EC 2.3.1.158	1-18:2-2-trans-16:1-phosphatidylglycerol + 1-20:0-2-18:0-diacylglycerol  =  1-18:3-lysophosphatidylglycerol + 1-16:0-2-18:0-3-20:0-triacylglycerol
NCU02416.7	RXN2T-426	EC 2.3.1.158	1-18:2-2-18:3-phosphatidate + 1-16:0-2-18:1-diacylglycerol  =  1-linoleneoyl-2-lyso-phosphatidate + 1-16:0-2-18:1-3-18:2-triacylglycerol
NCU04743.7	RXN-7607	EC 3.1.3.5	inosine-5'-phosphate + H<SUB>2</SUB>O  =  inosine + phosphate
NCU02416.7	RXN2T-380	EC 2.3.1.158	1-18:0-2-20:4-phosphatidate + 1-16:0-2-18:0-diacylglycerol  =  1-stearoylglycerol 3-phosphate + 1-18:0-2-18:1-3-18:2-triacylglycerol
NCU05887.7	RXN2T-492	EC 1.1.1.47	&beta;-D-glucose + NADP<sup>+</sup>  =  D-glucono-1,5-lactone + NADPH + H<SUP>+</SUP>
NCU01399.7	RXN2T-492	EC 1.1.1.47	&beta;-D-glucose + NADP<sup>+</sup>  =  D-glucono-1,5-lactone + NADPH + H<SUP>+</SUP>
NCU07768.7	RXN2T-492	EC 1.1.1.47	&beta;-D-glucose + NADP<sup>+</sup>  =  D-glucono-1,5-lactone + NADPH + H<SUP>+</SUP>
NCU00606.7	RXN2T-492	EC 1.1.1.47	&beta;-D-glucose + NADP<sup>+</sup>  =  D-glucono-1,5-lactone + NADPH + H<SUP>+</SUP>
NCU09821.7	RXN2T-492	EC 1.1.1.47	&beta;-D-glucose + NADP<sup>+</sup>  =  D-glucono-1,5-lactone + NADPH + H<SUP>+</SUP>
NCU02480.7	RXN2T-492	EC 1.1.1.47	&beta;-D-glucose + NADP<sup>+</sup>  =  D-glucono-1,5-lactone + NADPH + H<SUP>+</SUP>
NCU03415.7	RXN-3443	EC 1.2.1.3	D-glyceraldehyde-3-phosphate + NAD<sup>+</sup> + H<SUB>2</SUB>O  =  3-phospho-D-glycerate + NADH + 2 H<SUP>+</SUP>
NCU00378.7	RXN-3443	EC 1.2.1.3	D-glyceraldehyde-3-phosphate + NAD<sup>+</sup> + H<SUB>2</SUB>O  =  3-phospho-D-glycerate + NADH + 2 H<SUP>+</SUP>
NCU07053.7	RXN-3443	EC 1.2.1.3	D-glyceraldehyde-3-phosphate + NAD<sup>+</sup> + H<SUB>2</SUB>O  =  3-phospho-D-glycerate + NADH + 2 H<SUP>+</SUP>
NCU02665.7	RXN2T-341	EC 2.3.1.20	1-18:1-2-18:1-diacylglycerol + oleoyl-CoA  =  1-18:0-2-18:1-3-18:2-triacylglycerol + coenzyme A
NCU02693.7	RXN2T-483	EC 1.1.1.170	4&alpha;-carboxy-4&beta;-methyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NADP<sup>+</sup>  =  CO<SUB>2</SUB> + 3-keto-4-methylzymosterol + NADPH
NCU02416.7	RXN2T-393	EC 2.3.1.158	1-18:1-2-18:1-phosphatidate + 1-18:0-2-18:1-diacylglycerol  =  1-arachadoylglycerol 3-phosphate + 1-16:0-2-18:1-3-18:2-triacylglycerol
NCU08976.7	RXN2T-314	EC 2.3.1.119	malonyl-CoA + stearoyl-CoA + NADPH + 4.0 H<SUP>+</SUP>  =  CO<SUB>2</SUB> + arachidoyl-CoA + coenzyme A + NADP<sup>+</sup> + H<SUB>2</SUB>O
NCU06694.7	RXN2T-314	EC 2.3.1.119	malonyl-CoA + stearoyl-CoA + NADPH + 4.0 H<SUP>+</SUP>  =  CO<SUB>2</SUB> + arachidoyl-CoA + coenzyme A + NADP<sup>+</sup> + H<SUB>2</SUB>O
NCU02416.7	RXN2T-420	EC 2.3.1.158	1-18:0-2-18:3-phosphatidylcholine + 1-16:0-2-18:1-diacylglycerol  =  1-18:1-lysophosphatidylcholine + 1-16:0-2-18:1-3-18:2-triacylglycerol
NCU03955.7	RXN2T-178	EC 3.1.4.4	1-18:1-2-18:3-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-18:1-2-18:3-phosphatidate + H<SUP>+</SUP>
NCU10400.7	RXN2T-178	EC 3.1.4.4	1-18:1-2-18:3-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-18:1-2-18:3-phosphatidate + H<SUP>+</SUP>
NCU06342.7	RXN2T-178	EC 3.1.4.4	1-18:1-2-18:3-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-18:1-2-18:3-phosphatidate + H<SUP>+</SUP>
NCU07741.7	RXN2T-289	EC 2.3.1.51	1-arachadoylglycerol 3-phosphate + linoleneoyl-CoA  =  1-18:0-2-20:4-phosphatidate + coenzyme A
NCU00168.7	RXN2T-289	EC 2.3.1.51	1-arachadoylglycerol 3-phosphate + linoleneoyl-CoA  =  1-18:0-2-20:4-phosphatidate + coenzyme A
NCU06194.7	RXN2T-289	EC 2.3.1.51	1-arachadoylglycerol 3-phosphate + linoleneoyl-CoA  =  1-18:0-2-20:4-phosphatidate + coenzyme A
NCU10506.7	RXN2T-220	EC 3.1.1.3	1-16:0-2-18:0-3-18:1-triacylglycerol + H<SUB>2</SUB>O  =  stearate + 1-16:0-2-18:1-diacylglycerol + H<SUP>+</SUP>
NCU00761.7	RXN2T-220	EC 3.1.1.3	1-16:0-2-18:0-3-18:1-triacylglycerol + H<SUB>2</SUB>O  =  stearate + 1-16:0-2-18:1-diacylglycerol + H<SUP>+</SUP>
NCU03325.7	RXN2T-220	EC 3.1.1.3	1-16:0-2-18:0-3-18:1-triacylglycerol + H<SUB>2</SUB>O  =  stearate + 1-16:0-2-18:1-diacylglycerol + H<SUP>+</SUP>
NCU02416.7	RXN2T-407	EC 2.3.1.158	1-18:0-2-16:0-phosphatidylglycerol + 1-18:3-2-18:2-diacylglycerol  =  1-18:1-lysophosphatidylglycerol + 1-16:0-2-18:1-3-18:3-triacylglycerol
NCU06700.7	RXN2T-261	EC 3.1.1.23	mono-linolein + H<SUB>2</SUB>O  =  glycerol + linoleate + H<SUP>+</SUP>
NCU00206.7	GLUCOSE-OXIDASE-RXN	EC 1.1.3.4	&beta;-D-glucose + oxygen  =  D-glucono-1,5-lactone + hydrogen peroxide
NCU10506.7	RXN2T-206	EC 3.1.1.3	1-18:0-2-18:2-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  &alpha;-linolenate + 1-18:1-2-18:1-diacylglycerol + H<SUP>+</SUP>
NCU00761.7	RXN2T-206	EC 3.1.1.3	1-18:0-2-18:2-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  &alpha;-linolenate + 1-18:1-2-18:1-diacylglycerol + H<SUP>+</SUP>
NCU03325.7	RXN2T-206	EC 3.1.1.3	1-18:0-2-18:2-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  &alpha;-linolenate + 1-18:1-2-18:1-diacylglycerol + H<SUP>+</SUP>
NCU02416.7	RXN2T-437	EC 2.3.1.158	1-20:0-2-18:0-phosphatidate + 1-16:0-2-18:1-diacylglycerol  =  1-arachadoylglycerol 3-phosphate + 1-16:0-2-18:0-3-18:1-triacylglycerol
NCU01141.7	RXN2T-267	EC 2.7.8.5	<i>sn</i>-glycerol-3-phosphate + 1-16:0-2-18:1-CDP-diacylglycerol  =  phosphatidylglycerophosphate (hexadecanoyl-oleoyl, C16:0-C18:1) + CMP + H<SUP>+</SUP>
NCU10506.7	RXN2T-209	EC 3.1.1.3	1-18:0-2-18:1-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  oleate + 1-18:3-2-18:0-diacylglycerol + H<SUP>+</SUP>
NCU00761.7	RXN2T-209	EC 3.1.1.3	1-18:0-2-18:1-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  oleate + 1-18:3-2-18:0-diacylglycerol + H<SUP>+</SUP>
NCU03325.7	RXN2T-209	EC 3.1.1.3	1-18:0-2-18:1-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  oleate + 1-18:3-2-18:0-diacylglycerol + H<SUP>+</SUP>
NCU02665.7	RXN2T-324	EC 2.3.1.20	1-18:3-2-18:1-diacylglycerol + palmitoyl-CoA  =  1-16:0-2-18:1-3-18:3-triacylglycerol + coenzyme A
NCU00580.7	RXN2T-200	EC 3.1.2.20	oleoyl-CoA + H<SUB>2</SUB>O  =  oleate + coenzyme A + H<SUP>+</SUP>
NCU07741.7	RXN2T-297	EC 2.3.1.51	1-oleyl-2-lyso-phosphatidate + oleoyl-CoA  =  1-18:1-2-18:1-phosphatidate + coenzyme A
NCU00168.7	RXN2T-297	EC 2.3.1.51	1-oleyl-2-lyso-phosphatidate + oleoyl-CoA  =  1-18:1-2-18:1-phosphatidate + coenzyme A
NCU06194.7	RXN2T-297	EC 2.3.1.51	1-oleyl-2-lyso-phosphatidate + oleoyl-CoA  =  1-18:1-2-18:1-phosphatidate + coenzyme A
NCU08027.7	RXN2T-157	EC 3.6.1.6	CDP + H<SUB>2</SUB>O  =  cytidine 2'-monophosphate + phosphate + H<SUP>+</SUP>
NCU03084.7	RXN2T-163	EC 3.2.2.1	inosine + H<SUB>2</SUB>O  =  hypoxanthine + &alpha;-D-ribofuranose
NCU04380.7	RXN2T-127	EC 6.2.1.3	ATP + linoleate + coenzyme A  =  AMP + linoleoyl-CoA + diphosphate
NCU08828.7	1.1.1.289-RXN	EC 1.1.1.289	D-sorbitol + NADP<sup>+</sup>  =  L-sorbopyranose + NADPH + H<SUP>+</SUP>
NCU03010.7	ALLYSINE-DEHYDROG-RXN	EC 1.2.1.31	2-aminoadipate-6-semialdehyde + NAD<sup>+</sup> + H<SUB>2</SUB>O  =  2-aminoadipate + NADH + H<SUP>+</SUP>
NCU02416.7	RXN2T-394	EC 2.3.1.158	1-18:0-2-20:4-phosphatidate + 1-18:0-2-18:1-diacylglycerol  =  1-arachadoylglycerol 3-phosphate + 1-18:0-2-18:1-3-18:3-triacylglycerol
NCU02416.7	RXN2T-357	EC 2.3.1.158	1-18:3-2-16:0-phosphatidate + 1-20:0-2-18:0-diacylglycerol  =  1-arachadoylglycerol 3-phosphate + 1-16:0-2-18:1-3-18:2-triacylglycerol
NCU03935.7	RXN2T-489	EC 1.1.1.3	L-homoserine + NADP<sup>+</sup>  =  L-aspartate-semialdehyde + NADPH + H<SUP>+</SUP>
NCU02416.7	RXN2T-358	EC 2.3.1.158	1-16:0-2-18:2-phosphatidate + 1-20:0-2-18:0-diacylglycerol  =  1-linoleyl-2-lyso-phosphatidate + 1-16:0-2-18:0-3-20:0-triacylglycerol
NCU02665.7	RXN2T-334	EC 2.3.1.20	1-18:0-2-18:1-diacylglycerol + linoleoyl-CoA  =  1-18:0-2-18:1-3-18:2-triacylglycerol + coenzyme A
NCU06402.7	RXN2T-472	EC 1.14.13.72	4&alpha;-formyl-4&beta;-methyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NADH + oxygen  =  4&alpha;-carboxy-4&beta;-methyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NAD<sup>+</sup> + H<SUB>2</SUB>O
NCU02416.7	RXN2T-398	EC 2.3.1.158	1-16:0-2-18:2-phosphatidate + 1-18:3-2-18:2-diacylglycerol  =  1-linoleneoyl-2-lyso-phosphatidate + 1-16:0-2-18:1-3-18:3-triacylglycerol
NCU06228.7	3.1.3.77-RXN	EC 3.1.3.77	5-(methylthio)-2,3-dioxopentyl phosphate + H<SUB>2</SUB>O  =  1,2-dihydroxy-5-(methylthio)pent-1-en-3-one + phosphate + H<SUP>+</SUP>
NCU09135.7	RXN2T-137	EC 4.6.1.13	1-16:0-2-18:1-phosphatidylinositol  =  D-myo-inositol 1,2-cyclic phosphate + 1-16:0-2-18:1-diacylglycerol
NCU08982.7	RXN2T-137	EC 4.6.1.13	1-16:0-2-18:1-phosphatidylinositol  =  D-myo-inositol 1,2-cyclic phosphate + 1-16:0-2-18:1-diacylglycerol
NCU06402.7	RXN2T-470	EC 1.14.13.72	4-&alpha;-methylzymosterol + NADH + H<SUP>+</SUP> + oxygen  =  4&alpha;-hydroxymethyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NAD<sup>+</sup> + H<SUB>2</SUB>O
NCU02665.7	RXN2T-329	EC 2.3.1.20	1-18:0-2-18:1-diacylglycerol + linoleneoyl-CoA  =  1-18:0-2-18:1-3-18:3-triacylglycerol + coenzyme A
NCU02416.7	RXN2T-400	EC 2.3.1.158	1-16:0-2-18:1-phosphatidate + 1-18:3-2-18:2-diacylglycerol  =  1-linoleyl-2-lyso-phosphatidate + 1-16:0-2-18:1-3-18:3-triacylglycerol
NCU09692.7	RXN2T-191	EC 3.1.3.4	1-16:0-2-18:1-phosphatidate + H<SUB>2</SUB>O  =  1-16:0-2-18:1-diacylglycerol + phosphate
NCU09115.7	RXN1F-19	EC 4.2.1.92	13(S)-hydroperoxylinolenate  =  12,13(S)-epoxylinolenate + H<SUB>2</SUB>O
NCU03955.7	RXN2T-182	EC 3.1.4.4	1-16:0-2-18:2-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-16:0-2-18:2-phosphatidate + H<SUP>+</SUP>
NCU10400.7	RXN2T-182	EC 3.1.4.4	1-16:0-2-18:2-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-16:0-2-18:2-phosphatidate + H<SUP>+</SUP>
NCU06342.7	RXN2T-182	EC 3.1.4.4	1-16:0-2-18:2-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-16:0-2-18:2-phosphatidate + H<SUP>+</SUP>
NCU03955.7	RXN2T-173	EC 3.1.4.4	1-20:0-2-18:3-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-18:0-2-20:4-phosphatidate + H<SUP>+</SUP>
NCU10400.7	RXN2T-173	EC 3.1.4.4	1-20:0-2-18:3-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-18:0-2-20:4-phosphatidate + H<SUP>+</SUP>
NCU06342.7	RXN2T-173	EC 3.1.4.4	1-20:0-2-18:3-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-18:0-2-20:4-phosphatidate + H<SUP>+</SUP>
NCU05802.7	RXN2T-140	EC 3.6.1.15	UTP + H<SUB>2</SUB>O  =  UDP + phosphate + H<SUP>+</SUP>
NCU08928.7	RXN2T-140	EC 3.6.1.15	UTP + H<SUB>2</SUB>O  =  UDP + phosphate + H<SUP>+</SUP>
NCU03808.7	RXN2T-140	EC 3.6.1.15	UTP + H<SUB>2</SUB>O  =  UDP + phosphate + H<SUP>+</SUP>
NCU01441.7	RXN2T-140	EC 3.6.1.15	UTP + H<SUB>2</SUB>O  =  UDP + phosphate + H<SUP>+</SUP>
NCU01143.7	RXN2T-140	EC 3.6.1.15	UTP + H<SUB>2</SUB>O  =  UDP + phosphate + H<SUP>+</SUP>
NCU06318.7	RXN2T-140	EC 3.6.1.15	UTP + H<SUB>2</SUB>O  =  UDP + phosphate + H<SUP>+</SUP>
NCU01612.7	RXN2T-140	EC 3.6.1.15	UTP + H<SUB>2</SUB>O  =  UDP + phosphate + H<SUP>+</SUP>
NCU02728.7	RXN2T-140	EC 3.6.1.15	UTP + H<SUB>2</SUB>O  =  UDP + phosphate + H<SUP>+</SUP>
NCU04202.7	DGDPKIN-RXN	EC 2.7.4.6	2'-deoxyguanosine-5'-diphosphate + ATP  =  dGTP + ADP
NCU09692.7	RXN2T-192	EC 3.1.3.4	1-20:0-2-18:0-phosphatidate + H<SUB>2</SUB>O  =  1-20:0-2-18:0-diacylglycerol + phosphate
NCU06348.7	RXN0-5408	EC 3.1.3.25	1D-<i>myo</i>-inositol (1)-monophosphate + H<SUB>2</SUB>O  =  <I>myo</I>-inositol + phosphate
NCU04621.7	RXN-1321	EC 1.13.11.12	&alpha;-linolenate + oxygen  =  13(S)-hydroperoxylinolenate
NCU10506.7	RXN2T-218	EC 3.1.1.3	1-16:0-2-18:0-3-18:1-triacylglycerol + H<SUB>2</SUB>O  =  oleate + 1-16:0-2-18:0-diacylglycerol + H<SUP>+</SUP>
NCU00761.7	RXN2T-218	EC 3.1.1.3	1-16:0-2-18:0-3-18:1-triacylglycerol + H<SUB>2</SUB>O  =  oleate + 1-16:0-2-18:0-diacylglycerol + H<SUP>+</SUP>
NCU03325.7	RXN2T-218	EC 3.1.1.3	1-16:0-2-18:0-3-18:1-triacylglycerol + H<SUB>2</SUB>O  =  oleate + 1-16:0-2-18:0-diacylglycerol + H<SUP>+</SUP>
NCU03955.7	RXN2T-176	EC 3.1.4.4	1-18:2-2-18:3-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-18:2-2-18:3-phosphatidate + H<SUP>+</SUP>
NCU10400.7	RXN2T-176	EC 3.1.4.4	1-18:2-2-18:3-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-18:2-2-18:3-phosphatidate + H<SUP>+</SUP>
NCU06342.7	RXN2T-176	EC 3.1.4.4	1-18:2-2-18:3-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-18:2-2-18:3-phosphatidate + H<SUP>+</SUP>
NCU02665.7	RXN2T-316	EC 2.3.1.20	1-18:3-2-16:0-diacylglycerol + arachidoyl-CoA  =  1-18:0-2-18:1-3-18:2-triacylglycerol + coenzyme A
NCU02693.7	RXN2T-482	EC 1.1.1.170	4&alpha;-carboxy-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NAD<sup>+</sup>  =  CO<SUB>2</SUB> + 5&alpha;-cholesta-8,24-dien-3-one + NADH
NCU02416.7	RXN2T-441	EC 2.3.1.158	1-18:1-2-18:1-phosphatidylethanolamine + 1-16:0-2-18:1-diacylglycerol  =  1-16:0-lysophosphatidylcholine + 1-16:0-2-18:1-3-18:2-triacylglycerol
NCU07741.7	RXN2T-295	EC 2.3.1.51	1-linoleyl-2-lyso-phosphatidate + linoleoyl-CoA  =  1-18:1-2-18:3-phosphatidate + coenzyme A
NCU00168.7	RXN2T-295	EC 2.3.1.51	1-linoleyl-2-lyso-phosphatidate + linoleoyl-CoA  =  1-18:1-2-18:3-phosphatidate + coenzyme A
NCU06194.7	RXN2T-295	EC 2.3.1.51	1-linoleyl-2-lyso-phosphatidate + linoleoyl-CoA  =  1-18:1-2-18:3-phosphatidate + coenzyme A
NCU06402.7	RXN2T-468	EC 1.14.13.72	4&alpha;-hydroxymethyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NADH + H<SUP>+</SUP> + oxygen  =  4&alpha;-formyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NAD<sup>+</sup> + 2.0 H<SUB>2</SUB>O
NCU02416.7	RXN2T-373	EC 2.3.1.158	1-18:2-2-18:2-phosphatidylethanolamine + 1-20:0-2-18:0-diacylglycerol  =  1-18:1-lysophosphatidylcholine + 1-18:0-2-18:1-3-18:2-triacylglycerol
NCU02665.7	RXN2T-330	EC 2.3.1.20	1-16:0-2-18:1-diacylglycerol + linoleneoyl-CoA  =  1-16:0-2-18:1-3-18:3-triacylglycerol + coenzyme A
NCU04380.7	RXN2T-128	EC 6.2.1.3	ATP + arachidate + coenzyme A  =  AMP + arachidoyl-CoA + diphosphate
NCU05802.7	RXN2T-148	EC 3.6.1.15	dGTP + H<SUB>2</SUB>O  =  2'-deoxyguanosine-5'-diphosphate + phosphate + H<SUP>+</SUP>
NCU08928.7	RXN2T-148	EC 3.6.1.15	dGTP + H<SUB>2</SUB>O  =  2'-deoxyguanosine-5'-diphosphate + phosphate + H<SUP>+</SUP>
NCU03808.7	RXN2T-148	EC 3.6.1.15	dGTP + H<SUB>2</SUB>O  =  2'-deoxyguanosine-5'-diphosphate + phosphate + H<SUP>+</SUP>
NCU01441.7	RXN2T-148	EC 3.6.1.15	dGTP + H<SUB>2</SUB>O  =  2'-deoxyguanosine-5'-diphosphate + phosphate + H<SUP>+</SUP>
NCU01143.7	RXN2T-148	EC 3.6.1.15	dGTP + H<SUB>2</SUB>O  =  2'-deoxyguanosine-5'-diphosphate + phosphate + H<SUP>+</SUP>
NCU06318.7	RXN2T-148	EC 3.6.1.15	dGTP + H<SUB>2</SUB>O  =  2'-deoxyguanosine-5'-diphosphate + phosphate + H<SUP>+</SUP>
NCU01612.7	RXN2T-148	EC 3.6.1.15	dGTP + H<SUB>2</SUB>O  =  2'-deoxyguanosine-5'-diphosphate + phosphate + H<SUP>+</SUP>
NCU02728.7	RXN2T-148	EC 3.6.1.15	dGTP + H<SUB>2</SUB>O  =  2'-deoxyguanosine-5'-diphosphate + phosphate + H<SUP>+</SUP>
NCU02416.7	RXN2T-424	EC 2.3.1.158	1-16:0-2-18:2-phosphatidylcholine + 1-16:0-2-18:1-diacylglycerol  =  1-16:0-lysophosphatidylcholine + 1-16:0-2-18:1-3-18:2-triacylglycerol
NCU08384.7	RXN2T-59	EC 1.1.1.307	xylitol + NADP<sup>+</sup>  =  &alpha;-D-xylose + NADPH + H<SUP>+</SUP>
NCU06417.7	AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN	EC 4.1.1.45	aminocarboxymuconate semialdehyde + H<SUP>+</SUP>  =  2-aminomuconate semialdehyde + CO<SUB>2</SUB>
NCU09844.7	AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN	EC 4.1.1.45	aminocarboxymuconate semialdehyde + H<SUP>+</SUP>  =  2-aminomuconate semialdehyde + CO<SUB>2</SUB>
NCU06058.7	AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN	EC 4.1.1.45	aminocarboxymuconate semialdehyde + H<SUP>+</SUP>  =  2-aminomuconate semialdehyde + CO<SUB>2</SUB>
NCU03693.7	RXN2T-494	EC 1.1.1.69	D-gluconate + NADP<sup>+</sup>  =  5-dehydro-D-gluconate + NADPH + H<SUP>+</SUP>
NCU04592.7	RXN2T-494	EC 1.1.1.69	D-gluconate + NADP<sup>+</sup>  =  5-dehydro-D-gluconate + NADPH + H<SUP>+</SUP>
