Gene	Reaction	PathwayID	PathwayName
NCU09119.7	ATPSYN-RXN	PWY2T-4	xylose story
NCU00502.7	ATPSYN-RXN	PWY2T-4	xylose story
NCU02476.7	ALCOHOL-DEHYDROG-RXN	PWY2T-9	cellulose conversion to ethanol
NCU01754.7	ALCOHOL-DEHYDROG-RXN	PWY2T-9	cellulose conversion to ethanol
NCU06652.7	ALCOHOL-DEHYDROG-RXN	PWY2T-9	cellulose conversion to ethanol
NCU06652.7	1.1.1.190-RXN	PWY-5081	tryptophan degradation VIII (to tryptophol)
NCU01754.7	1.1.1.190-RXN	PWY-5081	tryptophan degradation VIII (to tryptophol)
NCU02476.7	1.1.1.190-RXN	PWY-5081	tryptophan degradation VIII (to tryptophol)
NCU05419.7	HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN	LEU-DEG2-PWY	leucine degradation I
NCU04727.7	GLUCOSAMINE-6-P-DEAMIN-RXN	GLUAMCAT-PWY	<i>N</i>-acetylglucosamine degradation I
NCU02450.7	DSERDEAM-RXN	PWY-6196	serine racemization
NCU16370.7	DSERDEAM-RXN	PWY-6196	serine racemization
NCU03223.7	ETHANOLAMINEPHOSPHOTRANSFERASE-RXN	PWY4FS-6	phosphatidylethanolamine biosynthesis II
NCU00173.7	S-FORMYLGLUTATHIONE-HYDROLASE-RXN	PWY-1801	formaldehyde oxidation II (glutathione-dependent)
NCU03098.7	RXN-9024	PWY-5767	glycogen degradation III
NCU01517.7	RXN-9024	PWY-5767	glycogen degradation III
NCU08746.7	RXN-9024	PWY-5767	glycogen degradation III
NCU05238.7	SULFITE-REDUCT-RXN	SO4ASSIM-PWY-1	sulfate reduction I (assimilatory) - variant
NCU04077.7	SULFITE-REDUCT-RXN	SO4ASSIM-PWY-1	sulfate reduction I (assimilatory) - variant
NCU03935.7	HOMOSERDEHYDROG-RXN	HOMOSERSYN-PWY	homoserine biosynthesis
NCU05420.7	CHORISMATE-SYNTHASE-RXN	ARO-PWY	chorismate biosynthesis I
NCU04648.7	NAD-SYNTH-GLN-RXN	PWY-5653	NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde
NCU06075.7	PEPDEPHOS-RXN	GLYCOLYSIS-1	glycolysis I
NCU08272.7	L-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN	PWY-5458	methylglyoxal degradation V
NCU00461.7	GLUTAMATE-DEHYDROGENASE-RXN	GLUTAMATE-DEG1-PWY	glutamate degradation I
NCU02571.7	METHYLACETOACETYLCOATHIOL-RXN	ILEUDEG-PWY	isoleucine degradation I
NCU02702.7	GLUCOKIN-RXN	PWY0-1182	trehalose degradation II (trehalase)
NCU01484.7	RXN2T-54	PWY2T-19	cell wall biosynthesis (neurospora)
NCU06871.7	RXN2T-54	PWY2T-19	cell wall biosynthesis (neurospora)
NCU03611.7	RXN2T-41	PWY2T-19	cell wall biosynthesis (neurospora)
NCU04251.7	RXN2T-41	PWY2T-19	cell wall biosynthesis (neurospora)
NCU04352.7	RXN2T-41	PWY2T-19	cell wall biosynthesis (neurospora)
NCU04350.7	RXN2T-41	PWY2T-19	cell wall biosynthesis (neurospora)
NCU05239.7	RXN2T-41	PWY2T-19	cell wall biosynthesis (neurospora)
NCU05268.7	RXN2T-41	PWY2T-19	cell wall biosynthesis (neurospora)
NCU09324.7	RXN2T-41	PWY2T-19	cell wall biosynthesis (neurospora)
NCU09324.7	CHITIN-SYNTHASE-RXN	PWY2T-19	cell wall biosynthesis (neurospora)
NCU05268.7	CHITIN-SYNTHASE-RXN	PWY2T-19	cell wall biosynthesis (neurospora)
NCU05239.7	CHITIN-SYNTHASE-RXN	PWY2T-19	cell wall biosynthesis (neurospora)
NCU04350.7	CHITIN-SYNTHASE-RXN	PWY2T-19	cell wall biosynthesis (neurospora)
NCU04352.7	CHITIN-SYNTHASE-RXN	PWY2T-19	cell wall biosynthesis (neurospora)
NCU04251.7	CHITIN-SYNTHASE-RXN	PWY2T-19	cell wall biosynthesis (neurospora)
NCU03611.7	CHITIN-SYNTHASE-RXN	PWY2T-19	cell wall biosynthesis (neurospora)
NCU01484.7	13-BETA-GLUCAN-SYNTHASE-RXN	PWY2T-19	cell wall biosynthesis (neurospora)
NCU06871.7	13-BETA-GLUCAN-SYNTHASE-RXN	PWY2T-19	cell wall biosynthesis (neurospora)
NCU00585.7	RXN-12001	PWY-6681	neurosporaxanthin biosynthesis
NCU04013.7	RXN-11998	PWY-6681	neurosporaxanthin biosynthesis
NCU08409.7	RXN0-2381	TRPSYN-PWY	tryptophan biosynthesis
NCU09896.7	ADENYLYLSULFKIN-RXN	PWY-5340	sulfate activation for sulfonation
NCU00552.7	1.14.99.30-RXN	PWY-5942	<i>trans</i>-lycopene biosynthesis I (bacteria)
NCU02299.7	2-HEXADECENAL-REDUCTASE-RXN	PWY3DJ-11470	sphingosine and sphingosine-1-phosphate metabolism
NCU03813.7	1.2.1.2-RXN	PWY-1881	formate oxidation to CO<sub>2</sub>
NCU02564.7	ACSERLY-RXN	CYSTSYN-PWY	cysteine biosynthesis I
NCU06452.7	ACSERLY-RXN	CYSTSYN-PWY	cysteine biosynthesis I
NCU03788.7	ACSERLY-RXN	CYSTSYN-PWY	cysteine biosynthesis I
NCU02476.7	ALCOHOL-DEHYDROG-RXN	PWY2T-1450	xylose fermentation
NCU01754.7	ALCOHOL-DEHYDROG-RXN	PWY2T-1450	xylose fermentation
NCU06652.7	ALCOHOL-DEHYDROG-RXN	PWY2T-1450	xylose fermentation
NCU03857.7	ISOCITDEH-RXN	FERMENTATION-PWY	mixed acid fermentation
NCU00780.7	DLACTDEHYDROGNAD-RXN	FERMENTATION-PWY	mixed acid fermentation
NCU02179.7	DLACTDEHYDROGNAD-RXN	FERMENTATION-PWY	mixed acid fermentation
NCU02476.7	ALCOHOL-DEHYDROG-RXN	FERMENTATION-PWY	mixed acid fermentation
NCU01754.7	ALCOHOL-DEHYDROG-RXN	FERMENTATION-PWY	mixed acid fermentation
NCU06652.7	ALCOHOL-DEHYDROG-RXN	FERMENTATION-PWY	mixed acid fermentation
NCU02712.7	ACETATEKIN-RXN	FERMENTATION-PWY	mixed acid fermentation
NCU00369.7	DEPHOSPHOCOAKIN-RXN	COA-PWY	coenzyme A biosynthesis
NCU08791.7	CATAL-RXN	DETOX1-PWY	superoxide radicals degradation
NCU00355.7	CATAL-RXN	DETOX1-PWY	superoxide radicals degradation
NCU05169.7	CATAL-RXN	DETOX1-PWY	superoxide radicals degradation
NCU05770.7	CATAL-RXN	DETOX1-PWY	superoxide radicals degradation
NCU02305.7	TRANS-OCTAPRENYLTRANSTRANSFERASE-RXN	PWY-5805	nonaprenyl diphosphate biosynthesis I
NCU05224.7	URKI-RXN	PWY0-163	salvage pathways of pyrimidine ribonucleotides
NCU04202.7	CDPKIN-RXN	PWY0-163	salvage pathways of pyrimidine ribonucleotides
NCU06261.7	URACIL-PRIBOSYLTRANS-RXN	PWY0-163	salvage pathways of pyrimidine ribonucleotides
NCU01446.7	URACIL-PRIBOSYLTRANS-RXN	PWY0-163	salvage pathways of pyrimidine ribonucleotides
NCU06353.7	5-FORMYL-THF-CYCLO-LIGASE-RXN	PWY-2201	folate transformations
NCU00552.7	RXN-8022	PWY-6287	neurosporene biosynthesis
NCU07308.7	FATTY-ACYL-COA-SYNTHASE-RXN	PWY-5970	fatty acids biosynthesis (yeast)
NCU07307.7	FATTY-ACYL-COA-SYNTHASE-RXN	PWY-5970	fatty acids biosynthesis (yeast)
NCU00461.7	GLUTAMATE-DEHYDROGENASE-RXN	ALACAT2-PWY	alanine degradation II (to D-lactate)
NCU00780.7	DLACTDEHYDROGNAD-RXN	ALACAT2-PWY	alanine degradation II (to D-lactate)
NCU02179.7	DLACTDEHYDROGNAD-RXN	ALACAT2-PWY	alanine degradation II (to D-lactate)
NCU01195.7	GLUTDEHYD-RXN	GLUTSYNIII-PWY	glutamate biosynthesis III
NCU17051.7	ASNSYNB-RXN	ASPARAGINE-BIOSYNTHESIS	asparagine biosynthesis I
NCU07300.7	ASNSYNB-RXN	ASPARAGINE-BIOSYNTHESIS	asparagine biosynthesis I
NCU02476.7	RXN-7700	PWY-5079	phenylalanine degradation III
NCU01754.7	RXN-7700	PWY-5079	phenylalanine degradation III
NCU06652.7	RXN-7700	PWY-5079	phenylalanine degradation III
NCU04292.7	BRANCHED-CHAINAMINOTRANSFERILEU-RXN	ILEUSYN-PWY	isoleucine biosynthesis I (from threonine)
NCU00585.7	RXN1F-151	PWY-5943	&beta;-carotene biosynthesis
NCU05542.7	XANPRIBOSYLTRAN-RXN	SALVPURINE2-PWY	salvage pathways of guanine, xanthine, and their nucleosides
NCU03010.7	RXN-8173	PWY-5314	lysine degradation VIII
NCU04292.7	BRANCHED-CHAINAMINOTRANSFERLEU-RXN	LEUSYN-PWY	leucine biosynthesis
NCU00792.7	BRANCHED-CHAINAMINOTRANSFERLEU-RXN	LEUSYN-PWY	leucine biosynthesis
NCU06348.7	MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN	PWY-2301	<i>myo</i>-inositol biosynthesis
NCU07690.7	1.5.1.20-RXN	PWY-3841	formylTHF biosynthesis II
NCU09545.7	1.5.1.20-RXN	PWY-3841	formylTHF biosynthesis II
NCU03877.7	FORMATETHFLIG-RXN	PWY-3841	formylTHF biosynthesis II
NCU03877.7	METHENYLTHFCYCLOHYDRO-RXN	PWY-3841	formylTHF biosynthesis II
NCU00963.7	METHENYLTHFCYCLOHYDRO-RXN	PWY-3841	formylTHF biosynthesis II
NCU09230.7	CYSTAGLY-RXN	HOMOCYSDEGR-PWY	cysteine biosynthesis/homocysteine degradation
NCU05991.7	RXN66-319	PWY-6074	zymosterol biosynthesis
NCU03100.7	RXN-9952	OXIDATIVEPENT-PWY-1	pentose phosphate pathway (oxidative branch)
NCU00837.7	RXN-9952	OXIDATIVEPENT-PWY-1	pentose phosphate pathway (oxidative branch)
NCU03100.7	RXN-3341	OXIDATIVEPENT-PWY-1	pentose phosphate pathway (oxidative branch)
NCU00837.7	RXN-3341	OXIDATIVEPENT-PWY-1	pentose phosphate pathway (oxidative branch)
NCU00585.7	PWY-5943	CAROTENOID-PWY	superpathway of carotenoid biosynthesis
NCU01119.7	PWY-6132	ERGOSTEROL-SYN-PWY	superpathway of ergosterol biosynthesis
NCU07690.7	1.5.1.20-RXN	1CMET2-PWY	formylTHF biosynthesis I
NCU09545.7	1.5.1.20-RXN	1CMET2-PWY	formylTHF biosynthesis I
NCU02305.7	PWY-5783	POLYISOPRENSYN-PWY	polyisoprenoid biosynthesis (<i>E. coli</i>)
NCU02712.7	ACETATEKIN-RXN	P164-PWY	purine nucleotides degradation III (anaerobic)
NCU03813.7	1.2.1.2-RXN	P164-PWY	purine nucleotides degradation III (anaerobic)
NCU03973.7	ALANINE-AMINOTRANSFERASE-RXN	ALANINE-SYN2-PWY	alanine biosynthesis II
NCU08005.7	1.18.1.2-RXN	PWY2T-21	redox potential pathway
NCU06836.7	ACETATE--COA-LIGASE-RXN	PWY66-21	ethanol degradation II (cytosol)
NCU06211.7	MALATE-DEH-RXN	MALATE-ASPARTATE-SHUTTLE-PWY	aspartate degradation II
NCU04899.7	MALATE-DEH-RXN	MALATE-ASPARTATE-SHUTTLE-PWY	aspartate degradation II
NCU05853.7	RXN2T-9	PWY2T-10	xylan degradation
NCU02657.7	SAM-PWY	PWY-6151	<i>S</i>-adenosyl-L-methionine cycle I
NCU03127.7	UREASE-RXN	PWY-5704	urea degradation II
NCU04856.7	GLUTAMINESYN-RXN	GLNSYN-PWY	glutamine biosynthesis I
NCU06724.7	GLUTAMINESYN-RXN	GLNSYN-PWY	glutamine biosynthesis I
NCU02479.7	GLUTAMINESYN-RXN	GLNSYN-PWY	glutamine biosynthesis I
NCU02702.7	GLUCOKIN-RXN	GLYCOCAT-PWY	glycogen degradation I
NCU10058.7	PHOSPHOGLUCMUT-RXN	GLYCOCAT-PWY	glycogen degradation I
NCU00936.7	SUCCSEMIALDDEHYDROG-RXN	PWY-6537	4-aminobutyrate degradation II
NCU08755.7	RXN-10773	PWY-6788	cellulose degradation II (fungi)
NCU04952.7	RXN-10773	PWY-6788	cellulose degradation II (fungi)
NCU02468.7	SPHINGOSINE-N-ACYLTRANSFERASE-RXN	PWY2T-23	sphingolipid metabolism (Neurosospora)
NCU00008.7	SPHINGOSINE-N-ACYLTRANSFERASE-RXN	PWY2T-23	sphingolipid metabolism (Neurosospora)
NCU02282.7	RXN3O-680	PWY2T-23	sphingolipid metabolism (Neurosospora)
NCU06761.7	SPHINGANINE-1-PHOSPHATE-ALDOLASE-RXN	PWY2T-23	sphingolipid metabolism (Neurosospora)
NCU00893.7	FORMYLTHFGLUSYNTH-RXN	PWY-2161	folate polyglutamylation I
NCU00892.7	FORMYLTHFGLUSYNTH-RXN	PWY-2161	folate polyglutamylation I
NCU01337.7	FORMYLTHFGLUSYNTH-RXN	PWY-2161	folate polyglutamylation I
NCU00893.7	RXN0-2921	PWY-2161	folate polyglutamylation I
NCU00892.7	RXN0-2921	PWY-2161	folate polyglutamylation I
NCU01337.7	RXN0-2921	PWY-2161	folate polyglutamylation I
NCU00893.7	FOLYLPOLYGLUTAMATESYNTH-RXN	PWY-2161	folate polyglutamylation I
NCU00892.7	FOLYLPOLYGLUTAMATESYNTH-RXN	PWY-2161	folate polyglutamylation I
NCU08384.7	RXN-8773	PWY-5516	xylose degradation II
NCU00936.7	SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	PWY-6535	4-aminobutyrate degradation I
NCU03282.7	1.13.11.6-RXN	PWY-6309	tryptophan degradation XI (mammalian, via kynurenine)
NCU11353.7	XYLULOKIN-RXN	LARABITOLUTIL-PWY	xylitol degradation
NCU07281.7	PGLUCISOM-RXN	PWY-621-1	sucrose degradation III
NCU04728.7	FRUCTOKINASE-RXN	PWY-621-1	sucrose degradation III
NCU06996.7	FRUCTOKINASE-RXN	PWY-621-1	sucrose degradation III
NCU02542.7	FRUCTOKINASE-RXN	PWY-621-1	sucrose degradation III
NCU02282.7	RXN3O-680	SPHINGOLIPID-SYN-PWY	sphingolipid metabolism
NCU06761.7	SPHINGANINE-1-PHOSPHATE-ALDOLASE-RXN	SPHINGOLIPID-SYN-PWY	sphingolipid metabolism
NCU09703.7	ACETOLACTATE-DECARBOXYLASE-RXN	PWY-5939	(<i>R</i>)-acetoin biosynthesis II
NCU06471.7	PYRROLINECARBREDUCT-RXN	ARG-PRO-PWY	arginine degradation VI (arginase 2 pathway)
NCU00580.7	LINOLENOYL-RXN	PWY2T-2576	&alpha;-linolenate biosynthesis II (neurospora)
NCU06005.7	GLYCEROL-KIN-RXN	PWY-4261	glycerol degradation IV
NCU03010.7	RXN-8173	PWY-5324	lysine degradation IX
NCU02712.7	ACETATEKIN-RXN	PWY-5497	purine nucleotides degradation IV (anaerobic)
NCU03813.7	1.2.1.2-RXN	PWY-5497	purine nucleotides degradation IV (anaerobic)
NCU03861.7	GLUTAMIN-RXN	GLUTAMINDEG-PWY	glutamine degradation I
NCU03648.7	GLUTAMIN-RXN	GLUTAMINDEG-PWY	glutamine degradation I
NCU06471.7	PYRROLINECARBREDUCT-RXN	PROSYN-PWY	proline biosynthesis I
NCU08162.7	ARGSUCCINLYA-RXN	ARGSYNBSUB-PWY-1	arginine biosynthesis II (acetyl cycle)
NCU02571.7	ACETYL-COA-ACETYLTRANSFER-RXN	PWY-5177	glutaryl-CoA degradation
NCU00580.7	RXN-9666	PWY-5996	oleate biosynthesis II (neurospora)
NCU05843.7	RXN-9615	PWY-5986	ammonium transport
NCU01065.7	RXN-9615	PWY-5986	ammonium transport
NCU06613.7	RXN-9615	PWY-5986	ammonium transport
NCU03257.7	RXN-9615	PWY-5986	ammonium transport
NCU10058.7	PHOSPHOGLUCMUT-RXN	PWY-5941	glycogen degradation II
NCU01652.7	ACETYLHOMOSER-CYS-RXN	PWY-5344	homocysteine biosynthesis
NCU03076.7	PYRROLINECARBDEHYDROG-RXN	PROUT-PWY	proline degradation
NCU05624.7	ASPARAGHYD-RXN	ASPARAGINE-DEG1-PWY	asparagine degradation I
NCU01757.7	ASPARAGHYD-RXN	ASPARAGINE-DEG1-PWY	asparagine degradation I
NCU03768.7	ASPARAGHYD-RXN	ASPARAGINE-DEG1-PWY	asparagine degradation I
NCU03100.7	6PGLUCONDEHYDROG-RXN	OXIDATIVEPENT-PWY	pentose phosphate pathway (oxidative branch)
NCU00837.7	6PGLUCONDEHYDROG-RXN	OXIDATIVEPENT-PWY	pentose phosphate pathway (oxidative branch)
NCU03415.7	RXN0-3962	PWY-5768	pyruvate fermentation to acetate VIII
NCU06003.7	2.7.7.13-RXN	PWY-5659	GDP-mannose biosynthesis
NCU00720.7	L-LACTATE-DEHYDROGENASE-RXN	PWY-5481	pyruvate fermentation to lactate
NCU00187.7	METHYLISOCITRATE-LYASE-RXN	PWY0-42	2-methylcitrate cycle I
NCU02004.7	RXN0-5114	SERSYN-PWY	serine biosynthesis
NCU06075.7	PEPDEPHOS-RXN	PWY-5484	glycolysis II
NCU04944.7	THIAMIN-PYROPHOSPHOKINASE-RXN	THISYNARA-PWY	thiamine biosynthesis II
NCU05014.7	THIAMIN-PYROPHOSPHOKINASE-RXN	THISYNARA-PWY	thiamine biosynthesis II
NCU03118.7	1.5.1.7-RXN	LYSINE-AMINOAD-PWY	lysine biosynthesis IV
NCU06836.7	ACETATE--COA-LIGASE-RXN	PWY0-1313	acetate conversion to acetyl-CoA
