Gene	Reaction	PathwayID	PathwayName
NCU08336.7	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU00959.7	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	PWY-3781	aerobic respiration -- electron donor II
NCU05454.7	RXN2T-496	PWY2T-4	xylose story
NCU03004.7	PYRUVDEH-RXN	PWY2T-4	xylose story
NCU06482.7	PYRUVDEH-RXN	PWY2T-4	xylose story
NCU02407.7	PYRUVDEH-RXN	PWY2T-4	xylose story
NCU07659.7	PYRUVDEH-RXN	PWY2T-4	xylose story
NCU03559.7	1.10.2.2-RXN	PWY2T-4	xylose story
NCU06606.7	1.10.2.2-RXN	PWY2T-4	xylose story
NCU08940.7	1.10.2.2-RXN	PWY2T-4	xylose story
NCU08947.7	1.10.2.2-RXN	PWY2T-4	xylose story
NCU02702.7	GLUCOKIN-RXN	PWY2T-9	cellulose conversion to ethanol
NCU02193.7	RXN-6161	PWY2T-9	cellulose conversion to ethanol
NCU02397.7	RXN-6161	PWY2T-9	cellulose conversion to ethanol
NCU09058.7	METHYLGLUTACONYL-COA-HYDRATASE-RXN	LEU-DEG2-PWY	leucine degradation I
NCU02127.7	METHYLCROTONYL-COA-CARBOXYLASE-RXN	LEU-DEG2-PWY	leucine degradation I
NCU00591.7	METHYLCROTONYL-COA-CARBOXYLASE-RXN	LEU-DEG2-PWY	leucine degradation I
NCU09864.7	2KETO-4METHYL-PENTANOATE-DEHYDROG-RXN	LEU-DEG2-PWY	leucine degradation I
NCU03913.7	2KETO-4METHYL-PENTANOATE-DEHYDROG-RXN	LEU-DEG2-PWY	leucine degradation I
NCU02126.7	ISOVALERYL-COA-FAD-RXN	LEU-DEG2-PWY	leucine degradation I
NCU04594.7	4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	protocatechuate degradation II (ortho-cleavage pathway)
NCU04289.7	2.7.7.14-RXN	PWY4FS-6	phosphatidylethanolamine biosynthesis II
NCU06652.7	RXN-2962	PWY-1801	formaldehyde oxidation II (glutathione-dependent)
NCU02005.7	1.8.4.8-RXN	SO4ASSIM-PWY-1	sulfate reduction I (assimilatory) - variant
NCU00554.7	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	HOMOSERSYN-PWY	homoserine biosynthesis
NCU01632.7	3-DEHYDROQUINATE-SYNTHASE-RXN	ARO-PWY	chorismate biosynthesis I
NCU01632.7	3-DEHYDROQUINATE-DEHYDRATASE-RXN	ARO-PWY	chorismate biosynthesis I
NCU06023.7	3-DEHYDROQUINATE-DEHYDRATASE-RXN	ARO-PWY	chorismate biosynthesis I
NCU01632.7	SHIKIMATE-5-DEHYDROGENASE-RXN	ARO-PWY	chorismate biosynthesis I
NCU01632.7	SHIKIMATE-KINASE-RXN	ARO-PWY	chorismate biosynthesis I
NCU01632.7	2.5.1.19-RXN	ARO-PWY	chorismate biosynthesis I
NCU02998.7	QUINOPRIBOTRANS-RXN	PWY-5653	NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde
NCU04019.7	NICONUCADENYLYLTRAN-RXN	PWY-5653	NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde
NCU04797.7	F16BDEPHOS-RXN	GLYCOLYSIS-1	glycolysis I
NCU10106.7	TRIOSEPISOMERIZATION-RXN	GLYCOLYSIS-1	glycolysis I
NCU07550.7	TRIOSEPISOMERIZATION-RXN	GLYCOLYSIS-1	glycolysis I
NCU07914.7	PHOSGLYPHOS-RXN	GLYCOLYSIS-1	glycolysis I
NCU02252.7	3PGAREARR-RXN	GLYCOLYSIS-1	glycolysis I
NCU01870.7	2PGADEHYDRAT-RXN	GLYCOLYSIS-1	glycolysis I
NCU10042.7	2PGADEHYDRAT-RXN	GLYCOLYSIS-1	glycolysis I
NCU02407.7	2KETO-3METHYLVALERATE-RXN	ILEUDEG-PWY	isoleucine degradation I
NCU02704.7	2KETO-3METHYLVALERATE-RXN	ILEUDEG-PWY	isoleucine degradation I
NCU09864.7	2KETO-3METHYLVALERATE-RXN	ILEUDEG-PWY	isoleucine degradation I
NCU03913.7	2KETO-3METHYLVALERATE-RXN	ILEUDEG-PWY	isoleucine degradation I
NCU06448.7	TIGLYLCOA-HYDROXY-RXN	ILEUDEG-PWY	isoleucine degradation I
NCU11196.7	1.1.1.178-RXN	ILEUDEG-PWY	isoleucine degradation I
NCU06543.7	2-MEBUCOA-FAD-RXN	ILEUDEG-PWY	isoleucine degradation I
NCU07281.7	RXN-6182	PWY2T-19	cell wall biosynthesis (neurospora)
NCU10058.7	PHOSPHOGLUCMUT-RXN	PWY2T-19	cell wall biosynthesis (neurospora)
NCU04013.7	RXN-12000	PWY-6681	neurosporaxanthin biosynthesis
NCU11424.7	RXN-11989	PWY-6681	neurosporaxanthin biosynthesis
NCU11424.7	RXN-11999	PWY-6681	neurosporaxanthin biosynthesis
NCU00585.7	RXN-11976	PWY-6681	neurosporaxanthin biosynthesis
NCU04411.7	PRTRANS-RXN	TRPSYN-PWY	tryptophan biosynthesis
NCU00200.7	PRAISOM-RXN	TRPSYN-PWY	tryptophan biosynthesis
NCU05129.7	PRAISOM-RXN	TRPSYN-PWY	tryptophan biosynthesis
NCU00200.7	IGPSYN-RXN	TRPSYN-PWY	tryptophan biosynthesis
NCU05129.7	IGPSYN-RXN	TRPSYN-PWY	tryptophan biosynthesis
NCU03010.7	RXN-8162	PWY-5283	lysine degradation V
NCU05982.7	RXN-9280	PWY-5870	ubiquinone-8 biosynthesis (eukaryotic)
NCU01553.7	4OHBENZOATE-OCTAPRENYLTRANSFER-RXN	PWY-5870	ubiquinone-8 biosynthesis (eukaryotic)
NCU02193.7	RXN-6161	PWY2T-1450	xylose fermentation
NCU02397.7	RXN-6161	PWY2T-1450	xylose fermentation
NCU03004.7	PYRUVDEH-RXN	PWY2T-1450	xylose fermentation
NCU06482.7	PYRUVDEH-RXN	PWY2T-1450	xylose fermentation
NCU02407.7	PYRUVDEH-RXN	PWY2T-1450	xylose fermentation
NCU07659.7	PYRUVDEH-RXN	PWY2T-1450	xylose fermentation
NCU01870.7	2PGADEHYDRAT-RXN	PWY2T-1450	xylose fermentation
NCU10042.7	2PGADEHYDRAT-RXN	PWY2T-1450	xylose fermentation
NCU02252.7	3PGAREARR-RXN	PWY2T-1450	xylose fermentation
NCU07914.7	PHOSGLYPHOS-RXN	PWY2T-1450	xylose fermentation
NCU10106.7	TRIOSEPISOMERIZATION-RXN	PWY2T-1450	xylose fermentation
NCU07550.7	TRIOSEPISOMERIZATION-RXN	PWY2T-1450	xylose fermentation
NCU00629.7	6PFRUCTPHOS-RXN	PWY2T-1450	xylose fermentation
NCU02366.7	ACONITATEHYDR-RXN	FERMENTATION-PWY	mixed acid fermentation
NCU02366.7	ACONITATEDEHYDR-RXN	FERMENTATION-PWY	mixed acid fermentation
NCU06211.7	MALATE-DEH-RXN	FERMENTATION-PWY	mixed acid fermentation
NCU04899.7	MALATE-DEH-RXN	FERMENTATION-PWY	mixed acid fermentation
NCU10008.7	FUMHYDR-RXN	FERMENTATION-PWY	mixed acid fermentation
NCU09090.7	P-PANTOCYSLIG-RXN	COA-PWY	coenzyme A biosynthesis
NCU04237.7	P-PANTOCYSDECARB-RXN	COA-PWY	coenzyme A biosynthesis
NCU06029.7	PANTEPADENYLYLTRAN-RXN	COA-PWY	coenzyme A biosynthesis
NCU02407.7	GCVMULTI-RXN	PWY-2201	folate transformations
NCU02475.7	GCVMULTI-RXN	PWY-2201	folate transformations
NCU02727.7	GCVMULTI-RXN	PWY-2201	folate transformations
NCU08877.7	GCVMULTI-RXN	PWY-2201	folate transformations
NCU03877.7	METHYLENETHFDEHYDROG-NADP-RXN	PWY-2201	folate transformations
NCU09911.7	FORMYLTHFDEFORMYL-RXN	PWY-2201	folate transformations
NCU03877.7	METHENYLTHFCYCLOHYDRO-RXN	PWY-2201	folate transformations
NCU00963.7	METHENYLTHFCYCLOHYDRO-RXN	PWY-2201	folate transformations
NCU00552.7	RXN-8024	PWY-6287	neurosporene biosynthesis
NCU00552.7	RXN-8023	PWY-6287	neurosporene biosynthesis
NCU00585.7	RXNARA-8002	PWY-6287	neurosporene biosynthesis
NCU07982.7	ACETOOHBUTSYN-RXN	ILEUSYN-PWY	isoleucine biosynthesis I (from threonine)
NCU01666.7	ACETOOHBUTSYN-RXN	ILEUSYN-PWY	isoleucine biosynthesis I (from threonine)
NCU03608.7	ACETOOHBUTREDUCTOISOM-RXN	ILEUSYN-PWY	isoleucine biosynthesis I (from threonine)
NCU04579.7	DIHYDROXYMETVALDEHYDRAT-RXN	ILEUSYN-PWY	isoleucine biosynthesis I (from threonine)
NCU01142.7	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NCU01169.7	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NCU08930.7	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NCU01467.7	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NCU01360.7	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NCU05221.7	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NCU05299.7	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NCU04044.7	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NCU04074.7	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NCU03953.7	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NCU04753.7	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NCU04781.7	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NCU05009.7	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NCU01765.7	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NCU02373.7	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NCU02280.7	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NCU09460.7	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NCU09299.7	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NCU03156.7	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NCU01859.7	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NCU00670.7	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NCU02472.7	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NCU00969.7	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NCU02534.7	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NCU03093.7	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NCU09002.7	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NCU00160.7	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NCU00418.7	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NCU00484.7	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NCU09477.7	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NIL	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NIL	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NIL	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NIL	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NIL	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NIL	NADH-DEHYDROG-A-RXN	PWY2T-1	suc complex I
NCU04385.7	RXN-8991	LEUSYN-PWY	leucine biosynthesis
NCU04385.7	3-ISOPROPYLMALISOM-RXN	LEUSYN-PWY	leucine biosynthesis
NCU06232.7	3-ISOPROPYLMALDEHYDROG-RXN	LEUSYN-PWY	leucine biosynthesis
NCU08352.7	THIOREDOXIN-REDUCT-NADPH-RXN	THIOREDOX-PWY	thioredoxin pathway
NCU02693.7	RXN66-318	PWY-6074	zymosterol biosynthesis
NCU06402.7	RXN66-317	PWY-6074	zymosterol biosynthesis
NCU06402.7	RXN66-316	PWY-6074	zymosterol biosynthesis
NCU06402.7	RXN66-315	PWY-6074	zymosterol biosynthesis
NCU02693.7	RXN66-313	PWY-6074	zymosterol biosynthesis
NCU06402.7	RXN66-312	PWY-6074	zymosterol biosynthesis
NCU06402.7	RXN66-311	PWY-6074	zymosterol biosynthesis
NCU06402.7	RXN66-310	PWY-6074	zymosterol biosynthesis
NCU08762.7	RXN66-306	PWY-6074	zymosterol biosynthesis
NCU05991.7	RXN3O-4110	PWY-6074	zymosterol biosynthesis
NCU03877.7	METHENYLTHFCYCLOHYDRO-RXN	1CMET2-PWY	formylTHF biosynthesis I
NCU00963.7	METHENYLTHFCYCLOHYDRO-RXN	1CMET2-PWY	formylTHF biosynthesis I
NCU03877.7	FORMATETHFLIG-RXN	1CMET2-PWY	formylTHF biosynthesis I
NCU03004.7	PYRUVDEH-RXN	PWY2T-5	Glycolysis-TCA
NCU06482.7	PYRUVDEH-RXN	PWY2T-5	Glycolysis-TCA
NCU02407.7	PYRUVDEH-RXN	PWY2T-5	Glycolysis-TCA
NCU07659.7	PYRUVDEH-RXN	PWY2T-5	Glycolysis-TCA
NCU03350.7	RXN0-901	P164-PWY	purine nucleotides degradation III (anaerobic)
NCU03877.7	FORMATETHFLIG-RXN	P164-PWY	purine nucleotides degradation III (anaerobic)
NCU03877.7	METHENYLTHFCYCLOHYDRO-RXN	P164-PWY	purine nucleotides degradation III (anaerobic)
NCU00963.7	METHENYLTHFCYCLOHYDRO-RXN	P164-PWY	purine nucleotides degradation III (anaerobic)
NCU01142.7	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NCU01169.7	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NCU08930.7	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NCU01467.7	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NCU01360.7	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NCU05221.7	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NCU05299.7	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NCU04044.7	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NCU04074.7	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NCU03953.7	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NCU04753.7	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NCU04781.7	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NCU05009.7	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NCU01765.7	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NCU02373.7	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NCU02280.7	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NCU09460.7	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NCU09299.7	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NCU03156.7	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NCU01859.7	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NCU00670.7	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NCU02472.7	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NCU00969.7	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NCU02534.7	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NCU03093.7	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NCU09002.7	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NCU00160.7	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NCU00418.7	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NCU00484.7	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NCU09477.7	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NIL	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NIL	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NIL	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NIL	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NIL	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NIL	NADH-DEHYDROG-A-RXN	PWY2T-21	redox potential pathway
NCU03415.7	RXN66-3	PWY66-21	ethanol degradation II (cytosol)
NCU00378.7	RXN66-3	PWY66-21	ethanol degradation II (cytosol)
NCU07053.7	RXN66-3	PWY66-21	ethanol degradation II (cytosol)
NCU01900.7	3.2.1.37-RXN	PWY2T-10	xylan degradation
NCU09652.7	3.2.1.37-RXN	PWY2T-10	xylan degradation
NCU06861.7	3.2.1.37-RXN	PWY2T-10	xylan degradation
NCU00709.7	3.2.1.37-RXN	PWY2T-10	xylan degradation
NCU09652.7	RXN2T-8	PWY2T-10	xylan degradation
NCU06512.7	HOMOCYSMET-RXN	PWY-6151	<i>S</i>-adenosyl-L-methionine cycle I
NCU02583.7	RXN0-5183	GLYCOCAT-PWY	glycogen degradation I
NCU00743.7	RXN0-5146	GLYCOCAT-PWY	glycogen degradation I
NCU00743.7	AMYLOMALT-RXN	GLYCOCAT-PWY	glycogen degradation I
NCU03996.7	3.2.1.91-RXN	PWY-6788	cellulose degradation II (fungi)
NCU03492.7	RXN3O-4042	PWY2T-23	sphingolipid metabolism (Neurosospora)
NCU07761.7	RXN3O-663	PWY2T-23	sphingolipid metabolism (Neurosospora)
NCU02282.7	RXN3O-581	PWY2T-23	sphingolipid metabolism (Neurosospora)
NCU03504.7	RXN3O-504	PWY2T-23	sphingolipid metabolism (Neurosospora)
NCU03504.7	DHS-PHOSPHATASE-RXN	PWY2T-23	sphingolipid metabolism (Neurosospora)
NCU02969.7	CERAMIDASE-YEAST-RXN	PWY2T-23	sphingolipid metabolism (Neurosospora)
NCU10359.7	CERAMIDASE-YEAST-RXN	PWY2T-23	sphingolipid metabolism (Neurosospora)
NCU04721.7	CERAMIDASE-YEAST-RXN	PWY2T-23	sphingolipid metabolism (Neurosospora)
NCU00892.7	RXN2T-72	PWY2T-24	cysteine and methionine metabolism
NCU08216.7	CYSTATHIONINE-BETA-SYNTHASE-RXN	PWY2T-24	cysteine and methionine metabolism
NCU07930.7	ADENOSYLHOMOCYSTEINASE-RXN	PWY2T-24	cysteine and methionine metabolism
NCU02657.7	S-ADENMETSYN-RXN	PWY2T-24	cysteine and methionine metabolism
NCU07987.7	CYSTATHIONINE-BETA-LYASE-RXN	PWY2T-24	cysteine and methionine metabolism
NCU03877.7	FORMATETHFLIG-RXN	PWY-2161	folate polyglutamylation I
NCU00463.7	KYNURENINASE-RXN	PWY-6309	tryptophan degradation XI (mammalian, via kynurenine)
NCU09183.7	KYNURENINASE-RXN	PWY-6309	tryptophan degradation XI (mammalian, via kynurenine)
NCU03347.7	2.6.1.7-RXN	PWY-6309	tryptophan degradation XI (mammalian, via kynurenine)
NCU00575.7	RXN-1685	PWY-621-1	sucrose degradation III
NCU02542.7	RXN-1685	PWY-621-1	sucrose degradation III
NCU06996.7	RXN-1685	PWY-621-1	sucrose degradation III
NCU04728.7	RXN-1685	PWY-621-1	sucrose degradation III
NCU03492.7	RXN3O-4042	SPHINGOLIPID-SYN-PWY	sphingolipid metabolism
NCU07761.7	RXN3O-663	SPHINGOLIPID-SYN-PWY	sphingolipid metabolism
NCU02282.7	RXN3O-581	SPHINGOLIPID-SYN-PWY	sphingolipid metabolism
NCU03504.7	RXN3O-504	SPHINGOLIPID-SYN-PWY	sphingolipid metabolism
NCU03504.7	DHS-PHOSPHATASE-RXN	SPHINGOLIPID-SYN-PWY	sphingolipid metabolism
NCU02969.7	CERAMIDASE-YEAST-RXN	SPHINGOLIPID-SYN-PWY	sphingolipid metabolism
NCU10359.7	CERAMIDASE-YEAST-RXN	SPHINGOLIPID-SYN-PWY	sphingolipid metabolism
NCU04721.7	CERAMIDASE-YEAST-RXN	SPHINGOLIPID-SYN-PWY	sphingolipid metabolism
NCU00194.7	ORNITHINE-GLU-AMINOTRANSFORASE-RXN	ARG-PRO-PWY	arginine degradation VI (arginase 2 pathway)
NCU02408.7	RXN2T-66	PWY2T-2576	&alpha;-linolenate biosynthesis II (neurospora)
NCU09497.7	RXN2T-66	PWY2T-2576	&alpha;-linolenate biosynthesis II (neurospora)
NCU03761.7	4.3.1.17-RXN	PWY-5497	purine nucleotides degradation IV (anaerobic)
NCU05805.7	GLYOHMETRANS-RXN	PWY-5497	purine nucleotides degradation IV (anaerobic)
NCU02274.7	GLYOHMETRANS-RXN	PWY-5497	purine nucleotides degradation IV (anaerobic)
NCU03877.7	METHYLENETHFDEHYDROG-NADP-RXN	PWY-5497	purine nucleotides degradation IV (anaerobic)
NCU03350.7	RXN0-901	PWY-5497	purine nucleotides degradation IV (anaerobic)
NCU03877.7	FORMATETHFLIG-RXN	PWY-5497	purine nucleotides degradation IV (anaerobic)
NCU03877.7	METHENYLTHFCYCLOHYDRO-RXN	PWY-5497	purine nucleotides degradation IV (anaerobic)
NCU00963.7	METHENYLTHFCYCLOHYDRO-RXN	PWY-5497	purine nucleotides degradation IV (anaerobic)
NCU07941.7	3-SULFINOALANINE-AMINOTRANSFERASE-RXN	CYSTEINE-DEG-PWY	L-cysteine degradation I
NCU08411.7	3-SULFINOALANINE-AMINOTRANSFERASE-RXN	CYSTEINE-DEG-PWY	L-cysteine degradation I
NCU06512.7	HOMOCYSMET-RXN	PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II
NCU07930.7	ADENOSYLHOMOCYSTEINASE-RXN	PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II
NCU02657.7	S-ADENMETSYN-RXN	PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II
NCU01412.7	GLUTSEMIALDEHYDROG-RXN	PROSYN-PWY	proline biosynthesis I
NCU02227.7	ACETYLORNDEACET-RXN	ARGSYNBSUB-PWY-1	arginine biosynthesis II (acetyl cycle)
NCU00567.7	N-ACETYLGLUTPREDUCT-RXN	ARGSYNBSUB-PWY-1	arginine biosynthesis II (acetyl cycle)
NCU02639.7	ARGSUCCINSYN-RXN	ARGSYNBSUB-PWY-1	arginine biosynthesis II (acetyl cycle)
NCU09553.7	BHBDCLOS-RXN	PWY-5177	glutaryl-CoA degradation
NCU04393.7	BHBDCLOS-RXN	PWY-5177	glutaryl-CoA degradation
NCU08058.7	BHBDCLOS-RXN	PWY-5177	glutaryl-CoA degradation
NCU16337.7	BHBDCLOS-RXN	PWY-5177	glutaryl-CoA degradation
NCU08828.7	BHBDCLOS-RXN	PWY-5177	glutaryl-CoA degradation
NCU06448.7	3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN	PWY-5177	glutaryl-CoA degradation
NCU08828.7	3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN	PWY-5177	glutaryl-CoA degradation
NCU02291.7	GLUTACONYL-COA-DECARBOXYLASE-RXN	PWY-5177	glutaryl-CoA degradation
NCU07027.7	RXN-9025	PWY-5941	glycogen degradation II
NCU00743.7	RXN-9023	PWY-5941	glycogen degradation II
NCU00743.7	3.2.1.33-RXN	PWY-5941	glycogen degradation II
NCU05982.7	RXN3O-102	PWY3O-19	ubiquinone-6 biosynthesis (eukaryotic)
NCU03957.7	RXN3O-75	PWY3O-19	ubiquinone-6 biosynthesis (eukaryotic)
NCU09862.7	RXN3O-54	PWY3O-19	ubiquinone-6 biosynthesis (eukaryotic)
NCU02536.7	RXN3O-12	PWY3O-19	ubiquinone-6 biosynthesis (eukaryotic)
NCU05982.7	2.1.1.114-RXN	PWY3O-19	ubiquinone-6 biosynthesis (eukaryotic)
NCU00087.7	6PGLUCONOLACT-RXN	OXIDATIVEPENT-PWY	pentose phosphate pathway (oxidative branch)
NCU07143.7	6PGLUCONOLACT-RXN	OXIDATIVEPENT-PWY	pentose phosphate pathway (oxidative branch)
NCU02829.7	PHOSMANMUT-RXN	PWY-5659	GDP-mannose biosynthesis
NCU07165.7	MANNPISOM-RXN	PWY-5659	GDP-mannose biosynthesis
NCU02322.7	MANNPISOM-RXN	PWY-5659	GDP-mannose biosynthesis
NCU05851.7	4-COUMARATE--COA-LIGASE-RXN	PWY-5754	4-hydroxybenzoate biosynthesis I (animals)
NCU03295.7	4-COUMARATE--COA-LIGASE-RXN	PWY-5754	4-hydroxybenzoate biosynthesis I (animals)
NCU04280.7	4.2.1.99-RXN	PWY0-42	2-methylcitrate cycle I
NCU00680.7	2-METHYLCITRATE-DEHYDRATASE-RXN	PWY0-42	2-methylcitrate cycle I
NCU02482.7	2-METHYLCITRATE-SYNTHASE-RXN	PWY0-42	2-methylcitrate cycle I
NCU01429.7	PSERTRANSAM-RXN	SERSYN-PWY	serine biosynthesis
NCU04797.7	F16BDEPHOS-RXN	PWY-5484	glycolysis II
NCU10106.7	TRIOSEPISOMERIZATION-RXN	PWY-5484	glycolysis II
NCU07550.7	TRIOSEPISOMERIZATION-RXN	PWY-5484	glycolysis II
NCU07914.7	PHOSGLYPHOS-RXN	PWY-5484	glycolysis II
NCU02252.7	3PGAREARR-RXN	PWY-5484	glycolysis II
NCU01870.7	2PGADEHYDRAT-RXN	PWY-5484	glycolysis II
NCU10042.7	2PGADEHYDRAT-RXN	PWY-5484	glycolysis II
NCU03255.7	RXNQT-4191	THISYNARA-PWY	thiamine biosynthesis II
NCU03404.7	RXNQT-4191	THISYNARA-PWY	thiamine biosynthesis II
NCU06460.7	RXNQT-4191	THISYNARA-PWY	thiamine biosynthesis II
NCU08643.7	RXNQT-4191	THISYNARA-PWY	thiamine biosynthesis II
NCU09649.7	RXNQT-4191	THISYNARA-PWY	thiamine biosynthesis II
NCU09841.7	RXNQT-4191	THISYNARA-PWY	thiamine biosynthesis II
NCU03010.7	RXN-10855	LYSINE-AMINOAD-PWY	lysine biosynthesis IV
NCU03010.7	RXN-8173	LYSINE-AMINOAD-PWY	lysine biosynthesis IV
NCU08898.7	HOMOACONITATE-HYDRATASE-RXN	LYSINE-AMINOAD-PWY	lysine biosynthesis IV
NCU02954.7	1.1.1.87-RXN	LYSINE-AMINOAD-PWY	lysine biosynthesis IV
NCU03748.7	RXN3O-127	LYSINE-AMINOAD-PWY	lysine biosynthesis IV
NCU08898.7	RXN3O-1983	LYSINE-AMINOAD-PWY	lysine biosynthesis IV
