Gene	Reaction	PathwayID	PathwayName
NCU04725.7	NAG6PDEACET-RXN	GLUAMCAT-PWY	<i>N</i>-acetylglucosamine degradation I
NCU03607.7	5.1.1.18-RXN	PWY-6196	serine racemization
NCU02726.7	ETHANOLAMINE-KINASE-RXN	PWY4FS-6	phosphatidylethanolamine biosynthesis II
NCU06017.7	THIOSULFATE--THIOL-SULFURTRANSFERASE-RXN	SO4ASSIM-PWY-1	sulfate reduction I (assimilatory) - variant
NCU04118.7	ASPARTATEKIN-RXN	HOMOSERSYN-PWY	homoserine biosynthesis
NCU09817.7	DAHPSYN-RXN	ARO-PWY	chorismate biosynthesis I
NCU02785.7	DAHPSYN-RXN	ARO-PWY	chorismate biosynthesis I
NCU05548.7	DAHPSYN-RXN	ARO-PWY	chorismate biosynthesis I
NCU07281.7	PGLUCISOM-RXN	GLYCOLYSIS-1	glycolysis I
NCU03358.7	RXN-8636	PWY-5458	methylglyoxal degradation V
NCU00461.7	GLUTAMATE-DEHYDROGENASE-RXN	GLUTAMATE-DEG1-PWY	glutamate degradation I
NCU04292.7	BRANCHED-CHAINAMINOTRANSFERILEU-RXN	ILEUDEG-PWY	isoleucine degradation I
NCU00943.7	TREHALA-RXN	PWY0-1182	trehalose degradation II (trehalase)
NCU04221.7	TREHALA-RXN	PWY0-1182	trehalose degradation II (trehalase)
NCU00575.7	RXN-1685	PWY2T-19	cell wall biosynthesis (neurospora)
NCU02542.7	RXN-1685	PWY2T-19	cell wall biosynthesis (neurospora)
NCU06996.7	RXN-1685	PWY2T-19	cell wall biosynthesis (neurospora)
NCU04728.7	RXN-1685	PWY2T-19	cell wall biosynthesis (neurospora)
NCU00552.7	RXN-11974	PWY-6681	neurosporaxanthin biosynthesis
NCU05129.7	ANTHRANSYN-RXN	TRPSYN-PWY	tryptophan biosynthesis
NCU00200.7	ANTHRANSYN-RXN	TRPSYN-PWY	tryptophan biosynthesis
NCU01985.7	SULFATE-ADENYLYLTRANS-RXN	PWY-5340	sulfate activation for sulfonation
NCU02969.7	CERAMIDASE-RXN	PWY3DJ-11470	sphingosine and sphingosine-1-phosphate metabolism
NCU10359.7	CERAMIDASE-RXN	PWY3DJ-11470	sphingosine and sphingosine-1-phosphate metabolism
NCU04721.7	CERAMIDASE-RXN	PWY3DJ-11470	sphingosine and sphingosine-1-phosphate metabolism
NCU03813.7	1.2.1.2-RXN	PWY-1881	formate oxidation to CO<sub>2</sub>
NCU09873.7	PEPCARBOX-RXN	FERMENTATION-PWY	mixed acid fermentation
NCU06075.7	PEPDEPHOS-RXN	FERMENTATION-PWY	mixed acid fermentation
NCU02476.7	ALCOHOL-DEHYDROG-RXN	FERMENTATION-PWY	mixed acid fermentation
NCU01754.7	ALCOHOL-DEHYDROG-RXN	FERMENTATION-PWY	mixed acid fermentation
NCU06652.7	ALCOHOL-DEHYDROG-RXN	FERMENTATION-PWY	mixed acid fermentation
NCU03154.7	PANTOTHENATE-KIN-RXN	COA-PWY	coenzyme A biosynthesis
NCU02133.7	SUPEROX-DISMUT-RXN	DETOX1-PWY	superoxide radicals degradation
NCU01213.7	SUPEROX-DISMUT-RXN	DETOX1-PWY	superoxide radicals degradation
NCU09560.7	SUPEROX-DISMUT-RXN	DETOX1-PWY	superoxide radicals degradation
NCU02305.7	TRANS-OCTAPRENYLTRANSTRANSFERASE-RXN	PWY-5805	nonaprenyl diphosphate biosynthesis I
NCU05224.7	CYTIDINEKIN-RXN	PWY0-163	salvage pathways of pyrimidine ribonucleotides
NCU07413.7	CYTDEAM-RXN	PWY0-163	salvage pathways of pyrimidine ribonucleotides
NCU08359.7	CYTIDEAM2-RXN	PWY0-163	salvage pathways of pyrimidine ribonucleotides
NCU00585.7	2.5.1.32-RXN	PWY-6287	neurosporene biosynthesis
NCU07308.7	FATTY-ACYL-COA-SYNTHASE-RXN	PWY-5970	fatty acids biosynthesis (yeast)
NCU07307.7	FATTY-ACYL-COA-SYNTHASE-RXN	PWY-5970	fatty acids biosynthesis (yeast)
NCU03973.7	ALANINE-AMINOTRANSFERASE-RXN	ALACAT2-PWY	alanine degradation II (to D-lactate)
NCU01195.7	GLUTDEHYD-RXN	GLUTSYNIII-PWY	glutamate biosynthesis III
NCU17051.7	ASNSYNB-RXN	ASPARAGINE-BIOSYNTHESIS	asparagine biosynthesis I
NCU07300.7	ASNSYNB-RXN	ASPARAGINE-BIOSYNTHESIS	asparagine biosynthesis I
NCU03756.7	2.6.1.58-RXN	PWY-5079	phenylalanine degradation III
NCU03756.7	PHEAMINOTRANS-RXN	PWY-5079	phenylalanine degradation III
NCU09116.7	PHEAMINOTRANS-RXN	PWY-5079	phenylalanine degradation III
NCU02450.7	THREDEHYD-RXN	ILEUSYN-PWY	isoleucine biosynthesis I (from threonine)
NCU00585.7	RXN1F-150	PWY-5943	&beta;-carotene biosynthesis
NCU02505.7	PYRUVATE-CARBOXYLASE-RXN	PWY2T-1	suc complex I
NCU09621.7	GUANINE-DEAMINASE-RXN	SALVPURINE2-PWY	salvage pathways of guanine, xanthine, and their nucleosides
NCU07309.7	GUANINE-DEAMINASE-RXN	SALVPURINE2-PWY	salvage pathways of guanine, xanthine, and their nucleosides
NCU02010.7	2-ISOPROPYLMALATESYN-RXN	LEUSYN-PWY	leucine biosynthesis
NCU06666.7	MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN	PWY-2301	<i>myo</i>-inositol biosynthesis
NCU03877.7	FORMATETHFLIG-RXN	PWY-3841	formylTHF biosynthesis II
NCU01337.7	DIHYDROFOLATESYNTH-RXN	PWY-3841	formylTHF biosynthesis II
NCU08216.7	CYSTATHIONINE-BETA-SYNTHASE-RXN	HOMOCYSDEGR-PWY	cysteine biosynthesis/homocysteine degradation
NCU02624.7	RXN3O-130	PWY-6074	zymosterol biosynthesis
NIL	GLU6PDEHYDROG-RXN	OXIDATIVEPENT-PWY-1	pentose phosphate pathway (oxidative branch)
NCU07483.7	GLU6PDEHYDROG-RXN	OXIDATIVEPENT-PWY-1	pentose phosphate pathway (oxidative branch)
NCU09111.7	GLU6PDEHYDROG-RXN	OXIDATIVEPENT-PWY-1	pentose phosphate pathway (oxidative branch)
NIL	GLU6PDEHYDROG-RXN	OXIDATIVEPENT-PWY-1	pentose phosphate pathway (oxidative branch)
NCU00585.7	PWY-5943	CAROTENOID-PWY	superpathway of carotenoid biosynthesis
NCU01119.7	PWY-6132	ERGOSTEROL-SYN-PWY	superpathway of ergosterol biosynthesis
NCU01337.7	DIHYDROFOLATESYNTH-RXN	1CMET2-PWY	formylTHF biosynthesis I
NCU02305.7	PWY-5783	POLYISOPRENSYN-PWY	polyisoprenoid biosynthesis (<i>E. coli</i>)
NCU09621.7	GUANINE-DEAMINASE-RXN	P164-PWY	purine nucleotides degradation III (anaerobic)
NCU07309.7	GUANINE-DEAMINASE-RXN	P164-PWY	purine nucleotides degradation III (anaerobic)
NCU03973.7	ALANINE-AMINOTRANSFERASE-RXN	ALANINE-SYN2-PWY	alanine biosynthesis II
NIL	CYTOCHROME-C-OXIDASE-RXN	PWY2T-21	redox potential pathway
NIL	CYTOCHROME-C-OXIDASE-RXN	PWY2T-21	redox potential pathway
NIL	CYTOCHROME-C-OXIDASE-RXN	PWY2T-21	redox potential pathway
NCU05816.7	CYTOCHROME-C-OXIDASE-RXN	PWY2T-21	redox potential pathway
NCU05689.7	CYTOCHROME-C-OXIDASE-RXN	PWY2T-21	redox potential pathway
NCU05457.7	CYTOCHROME-C-OXIDASE-RXN	PWY2T-21	redox potential pathway
NCU06741.7	CYTOCHROME-C-OXIDASE-RXN	PWY2T-21	redox potential pathway
NCU06695.7	CYTOCHROME-C-OXIDASE-RXN	PWY2T-21	redox potential pathway
NCU02476.7	ALCOHOL-DEHYDROG-RXN	PWY66-21	ethanol degradation II (cytosol)
NCU01754.7	ALCOHOL-DEHYDROG-RXN	PWY66-21	ethanol degradation II (cytosol)
NCU06652.7	ALCOHOL-DEHYDROG-RXN	PWY66-21	ethanol degradation II (cytosol)
NCU07941.7	ASPAMINOTRANS-RXN	MALATE-ASPARTATE-SHUTTLE-PWY	aspartate degradation II
NCU08411.7	ASPAMINOTRANS-RXN	MALATE-ASPARTATE-SHUTTLE-PWY	aspartate degradation II
NCU02855.7	3.2.1.8-RXN	PWY2T-10	xylan degradation
NCU08189.7	3.2.1.8-RXN	PWY2T-10	xylan degradation
NCU07225.7	3.2.1.8-RXN	PWY2T-10	xylan degradation
NCU04997.7	3.2.1.8-RXN	PWY2T-10	xylan degradation
NCU05924.7	3.2.1.8-RXN	PWY2T-10	xylan degradation
NCU07130.7	3.2.1.8-RXN	PWY2T-10	xylan degradation
NCU02657.7	SAM-PWY	PWY-6151	<i>S</i>-adenosyl-L-methionine cycle I
NCU03127.7	UREASE-RXN	PWY-5704	urea degradation II
NCU04856.7	GLUTAMINESYN-RXN	GLNSYN-PWY	glutamine biosynthesis I
NCU06724.7	GLUTAMINESYN-RXN	GLNSYN-PWY	glutamine biosynthesis I
NCU02479.7	GLUTAMINESYN-RXN	GLNSYN-PWY	glutamine biosynthesis I
NCU07027.7	GLYCOPHOSPHORYL-RXN	GLYCOCAT-PWY	glycogen degradation I
NCU08998.7	GABATRANSAM-RXN	PWY-6537	4-aminobutyrate degradation II
NCU03254.7	RXN-2043	PWY-6788	cellulose degradation II (fungi)
NCU00762.7	RXN-2043	PWY-6788	cellulose degradation II (fungi)
NCU08227.7	RXN-2043	PWY-6788	cellulose degradation II (fungi)
NCU07190.7	RXN-2043	PWY-6788	cellulose degradation II (fungi)
NCU01162.7	RXN-2043	PWY-6788	cellulose degradation II (fungi)
NCU03914.7	RXN-2043	PWY-6788	cellulose degradation II (fungi)
NCU05121.7	RXN-2043	PWY-6788	cellulose degradation II (fungi)
NCU02240.7	RXN-2043	PWY-6788	cellulose degradation II (fungi)
NCU05882.7	RXN-2043	PWY-6788	cellulose degradation II (fungi)
NCU01050.7	RXN-2043	PWY-6788	cellulose degradation II (fungi)
NCU07898.7	RXN-2043	PWY-6788	cellulose degradation II (fungi)
NCU07974.7	RXN-2043	PWY-6788	cellulose degradation II (fungi)
NCU08760.7	RXN-2043	PWY-6788	cellulose degradation II (fungi)
NCU03328.7	RXN-2043	PWY-6788	cellulose degradation II (fungi)
NCU05404.7	RXN-2043	PWY-6788	cellulose degradation II (fungi)
NCU01867.7	RXN-2043	PWY-6788	cellulose degradation II (fungi)
NCU02916.7	RXN-2043	PWY-6788	cellulose degradation II (fungi)
NCU00836.7	RXN-2043	PWY-6788	cellulose degradation II (fungi)
NCU02344.7	RXN-2043	PWY-6788	cellulose degradation II (fungi)
NCU04854.7	RXN-2043	PWY-6788	cellulose degradation II (fungi)
NCU05057.7	RXN-2043	PWY-6788	cellulose degradation II (fungi)
NCU07340.7	RXN-2043	PWY-6788	cellulose degradation II (fungi)
NCU07760.7	RXN-2043	PWY-6788	cellulose degradation II (fungi)
NCU09680.7	RXN-2043	PWY-6788	cellulose degradation II (fungi)
NCU02468.7	SPHINGOSINE-N-ACYLTRANSFERASE-RXN	PWY2T-23	sphingolipid metabolism (Neurosospora)
NCU00008.7	SPHINGOSINE-N-ACYLTRANSFERASE-RXN	PWY2T-23	sphingolipid metabolism (Neurosospora)
NCU00447.7	SERINE-C-PALMITOYLTRANSFERASE-RXN	PWY2T-23	sphingolipid metabolism (Neurosospora)
NCU06870.7	SERINE-C-PALMITOYLTRANSFERASE-RXN	PWY2T-23	sphingolipid metabolism (Neurosospora)
NCU02407.7	GCVMULTI-RXN	PWY2T-24	cysteine and methionine metabolism
NCU02475.7	GCVMULTI-RXN	PWY2T-24	cysteine and methionine metabolism
NCU02727.7	GCVMULTI-RXN	PWY2T-24	cysteine and methionine metabolism
NCU08877.7	GCVMULTI-RXN	PWY2T-24	cysteine and methionine metabolism
NCU07001.7	HOMOSERINE-O-ACETYLTRANSFERASE-RXN	PWY2T-24	cysteine and methionine metabolism
NCU00536.7	HOMOSERINE-O-ACETYLTRANSFERASE-RXN	PWY2T-24	cysteine and methionine metabolism
NCU00893.7	FOLYLPOLYGLUTAMATESYNTH-RXN	PWY-2161	folate polyglutamylation I
NCU00892.7	FOLYLPOLYGLUTAMATESYNTH-RXN	PWY-2161	folate polyglutamylation I
NCU05805.7	GLYOHMETRANS-RXN	PWY-2161	folate polyglutamylation I
NCU02274.7	GLYOHMETRANS-RXN	PWY-2161	folate polyglutamylation I
NCU08384.7	RXN-8773	PWY-5516	xylose degradation II
NCU08998.7	GABATRANSAM-RXN	PWY-6535	4-aminobutyrate degradation I
NCU05752.7	RXN-8665	PWY-6309	tryptophan degradation XI (mammalian, via kynurenine)
NCU01402.7	RXN-8665	PWY-6309	tryptophan degradation XI (mammalian, via kynurenine)
NCU16641.7	RXN-8665	PWY-6309	tryptophan degradation XI (mammalian, via kynurenine)
NCU00891.7	D-XYLULOSE-REDUCTASE-RXN	LARABITOLUTIL-PWY	xylitol degradation
NCU10058.7	PHOSPHOGLUCMUT-RXN	PWY-621-1	sucrose degradation III
NCU04265.7	RXN-1461	PWY-621-1	sucrose degradation III
NCU00447.7	SERINE-C-PALMITOYLTRANSFERASE-RXN	SPHINGOLIPID-SYN-PWY	sphingolipid metabolism
NCU06870.7	SERINE-C-PALMITOYLTRANSFERASE-RXN	SPHINGOLIPID-SYN-PWY	sphingolipid metabolism
NCU07982.7	ACETOLACTSYN-RXN	PWY-5939	(<i>R</i>)-acetoin biosynthesis II
NCU01666.7	ACETOLACTSYN-RXN	PWY-5939	(<i>R</i>)-acetoin biosynthesis II
NCU02333.7	ARGINASE-RXN	ARG-PRO-PWY	arginine degradation VI (arginase 2 pathway)
NCU04380.7	RXN-9673	PWY2T-2576	&alpha;-linolenate biosynthesis II (neurospora)
NCU06063.7	RXN-9673	PWY2T-2576	&alpha;-linolenate biosynthesis II (neurospora)
NCU01654.7	RXN-9673	PWY2T-2576	&alpha;-linolenate biosynthesis II (neurospora)
NCU06005.7	GLYCEROL-KIN-RXN	PWY-4261	glycerol degradation IV
NCU09621.7	GUANINE-DEAMINASE-RXN	PWY-5497	purine nucleotides degradation IV (anaerobic)
NCU07309.7	GUANINE-DEAMINASE-RXN	PWY-5497	purine nucleotides degradation IV (anaerobic)
NCU06625.7	CYSTEINE-DIOXYGENASE-RXN	CYSTEINE-DEG-PWY	L-cysteine degradation I
NCU03861.7	GLUTAMIN-RXN	GLUTAMINDEG-PWY	glutamine degradation I
NCU03648.7	GLUTAMIN-RXN	GLUTAMINDEG-PWY	glutamine degradation I
NCU00106.7	GLUTKIN-RXN	PROSYN-PWY	proline biosynthesis I
NCU01412.7	GLUTKIN-RXN	PROSYN-PWY	proline biosynthesis I
NCU07682.7	N-ACETYLTRANSFER-RXN	ARGSYNBSUB-PWY-1	arginine biosynthesis II (acetyl cycle)
NCU07732.7	CARBPSYN-RXN	ARGSYNBSUB-PWY-1	arginine biosynthesis II (acetyl cycle)
NCU02677.7	CARBPSYN-RXN	ARGSYNBSUB-PWY-1	arginine biosynthesis II (acetyl cycle)
NCU08287.7	CARBPSYN-RXN	ARGSYNBSUB-PWY-1	arginine biosynthesis II (acetyl cycle)
NCU02291.7	GLUTARYL-COA-DEHYDROG-RXN	PWY-5177	glutaryl-CoA degradation
NCU05259.7	1.14.19.1-RXN	PWY-5996	oleate biosynthesis II (neurospora)
NCU02408.7	1.14.19.1-RXN	PWY-5996	oleate biosynthesis II (neurospora)
NCU05843.7	RXN-9615	PWY-5986	ammonium transport
NCU01065.7	RXN-9615	PWY-5986	ammonium transport
NCU06613.7	RXN-9615	PWY-5986	ammonium transport
NCU03257.7	RXN-9615	PWY-5986	ammonium transport
NCU07027.7	GLYCOPHOSPHORYL-RXN	PWY-5941	glycogen degradation II
NCU01553.7	RXN-9003	PWY3O-19	ubiquinone-6 biosynthesis (eukaryotic)
NCU07001.7	HOMOSERINE-O-ACETYLTRANSFERASE-RXN	PWY-5344	homocysteine biosynthesis
NCU00536.7	HOMOSERINE-O-ACETYLTRANSFERASE-RXN	PWY-5344	homocysteine biosynthesis
NCU02936.7	RXN-821	PROUT-PWY	proline degradation
NCU05624.7	ASPARAGHYD-RXN	ASPARAGINE-DEG1-PWY	asparagine degradation I
NCU01757.7	ASPARAGHYD-RXN	ASPARAGINE-DEG1-PWY	asparagine degradation I
NCU03768.7	ASPARAGHYD-RXN	ASPARAGINE-DEG1-PWY	asparagine degradation I
NIL	GLU6PDEHYDROG-RXN	OXIDATIVEPENT-PWY	pentose phosphate pathway (oxidative branch)
NCU07483.7	GLU6PDEHYDROG-RXN	OXIDATIVEPENT-PWY	pentose phosphate pathway (oxidative branch)
NCU09111.7	GLU6PDEHYDROG-RXN	OXIDATIVEPENT-PWY	pentose phosphate pathway (oxidative branch)
NIL	GLU6PDEHYDROG-RXN	OXIDATIVEPENT-PWY	pentose phosphate pathway (oxidative branch)
NCU02193.7	RXN-6161	PWY-5768	pyruvate fermentation to acetate VIII
NCU02397.7	RXN-6161	PWY-5768	pyruvate fermentation to acetate VIII
NCU07281.7	PGLUCISOM-RXN	PWY-5659	GDP-mannose biosynthesis
NCU00720.7	L-LACTATE-DEHYDROGENASE-RXN	PWY-5481	pyruvate fermentation to lactate
NCU01417.7	PROPIONATE--COA-LIGASE-RXN	PWY0-42	2-methylcitrate cycle I
NCU01439.7	PGLYCDEHYDROG-RXN	SERSYN-PWY	serine biosynthesis
NCU06110.7	RXNQT-4300	THISYNARA-PWY	thiamine biosynthesis II
NCU07849.7	OHMETPYRKIN-RXN	THISYNARA-PWY	thiamine biosynthesis II
NCU05526.7	HOMOCITRATE-SYNTHASE-RXN	LYSINE-AMINOAD-PWY	lysine biosynthesis IV
NCU06836.7	ACETATE--COA-LIGASE-RXN	PWY0-1313	acetate conversion to acetyl-CoA
